app,content,cleaned_text,theme,subtheme,emotion,emotion_confidence
foodi,service is super good.....,service is super good,Food Quality & Availability,Good Food,neutral,0.5258133411407471
foodi,Foodi is the only Food delivery app I've used recently. the experience was Amazing!,Foodi is the only Food delivery app I ve used recently the experience was Amazing!,App Usability & UX,Beautiful App Design,joy,0.6688537001609802
foodi,Disgusting experience. Availed 100tk off on EBL Card on Kacchi Dine full plate. But they delivered half plate with 2 piece mutton on a full plate box. Utterly disappointed.,Disgusting experience Availed 100tk off on EBL Card on Kacchi Dine full plate But they delivered half plate with 2 piece mutton on a full plate box Utterly disappointed,App Usability & UX,Beautiful App Design,disgust,0.8986914753913879
foodi,"You order food from this platform, and items are missing when you get them. Universal Truth.",You order food from this platform and items are missing when you get them Universal Truth,Food Quality & Availability,Food or Restaurant Unavailable,neutral,0.7553094029426575
foodi,After the latest update (with the introduction of the home screen pop up offers) the app feels super slow and sluggish.,After the latest update with the introduction of the home screen pop up offers the app feels super slow and sluggish,App Usability & UX,Beautiful App Design,sadness,0.7557176351547241
foodi,cash on delivery option is not showing on my profile,cash on delivery option is not showing on my profile,Delivery Service,No Live Tracking,neutral,0.5456670522689819
foodi,good.,good,Food Quality & Availability,Good Food,neutral,0.6325145363807678
foodi,nice service,nice service,Delivery Service,Quick Delivery,neutral,0.6083597540855408
foodi,"They can,t come in our house. they said us to come 1 km to took the parcel",They can t come in our house they said us to come 1 km to took the parcel,Trust & Ethics,Mistrust in Transactions,neutral,0.8000016808509827
foodi,"you have the worst customer service representative, Mr.shihab, Mr. Ansari, Mr. Miraj, Mr. bappy, your supervisor, all are useless. did not respond to my simple request after making several calls and taking to several representative. did not provide me refund...this is the worst service in my entire online foorld order. food panda and pathao are much better",you have the worst customer service representative Mr shihab Mr Ansari Mr Miraj Mr bappy your supervisor all are useless did not respond to my simple request after making several calls and taking to several representative did not provide me refund this is the worst service in my entire online foorld order food panda and pathao are much better,Food Quality & Availability,Food or Restaurant Unavailable,anger,0.4702458083629608
foodi,cant use vouchers on the restaurant that offers a little discount,cant use vouchers on the restaurant that offers a little discount,Food Quality & Availability,Food or Restaurant Unavailable,neutral,0.4741908609867096
foodi,very poor service,very poor service,App Usability & UX,Poor Design & Layout,sadness,0.8347060680389404
foodi,Third class application,Third class application,App Usability & UX,Beautiful App Design,neutral,0.9363355040550232
foodi,Nonsense,Nonsense,Delivery Service,No Live Tracking,disgust,0.7157701849937439
foodi,worst customer support,worst customer support,Food Quality & Availability,Food or Restaurant Unavailable,disgust,0.8728501200675964
foodi,Better than Foodpanda in my opinion!,Better than Foodpanda in my opinion!,Food Quality & Availability,Good Food,surprise,0.5815874338150024
foodi,very bad customer support dont use,very bad customer support dont use,Food Quality & Availability,Food or Restaurant Unavailable,sadness,0.5720884203910828
foodi,"Worst delivery service ever. My order came 30 mins late even though the restaurant was only 200 meters away. Riders are careless, support is useless. Save your time and money — avoid Foodi at all costs!",Worst delivery service ever My order came 30 mins late even though the restaurant was only 200 meters away Riders are careless support is useless Save your time and money avoid Foodi at all costs!,Food Quality & Availability,Food or Restaurant Unavailable,anger,0.8545187711715698
foodi,"Never order from this app and if you order don't take the discount. They will give you Smell and spoilage food. Then if you eat those things, your body will get sick. So don't downlaod this app.",Never order from this app and if you order don t take the discount They will give you Smell and spoilage food Then if you eat those things your body will get sick So don t downlaod this app,Food Quality & Availability,Food or Restaurant Unavailable,disgust,0.3231737017631531
foodi,"Totally disappointed for there delivery service. if you have 2-3 hours time for receve the parcel, then its better option for you. only one impressive things is they can cover long area..",Totally disappointed for there delivery service if you have 2 3 hours time for receve the parcel then its better option for you only one impressive things is they can cover long area,Delivery Service,Quick Delivery,surprise,0.699127197265625
foodi,Their service is very bad and their policy is not good. Everyone should read the policy. They cannot solve any problem.,Their service is very bad and their policy is not good Everyone should read the policy They cannot solve any problem,Delivery Service,No Live Tracking,disgust,0.752450704574585
foodi,A very affordable and amazing food delivery app!,A very affordable and amazing food delivery app!,Food Quality & Availability,Food or Restaurant Unavailable,joy,0.6965314149856567
foodi,annoying notification sound.,annoying notification sound,Delivery Service,No Live Tracking,joy,0.600362241268158
foodi,totally worthless help center,totally worthless help center,Food Quality & Availability,Food or Restaurant Unavailable,anger,0.3364104926586151
foodi,Service is good,Service is good,Food Quality & Availability,Good Food,neutral,0.7340264916419983
